order_id,pickup_lat,pickup_lng,dropoff_lat,dropoff_lng,pickup_time,dropoff_time,driver_id
order_44,13.800143655844366,118.39695067177996,12.928676040955684,120.89305364049513,2023-07-09 10:28:45,2023-07-09 16:34:52.226134,driver_8
order_45,17.902071213667575,121.76904636035297,14.588236492151449,118.63350870153708,2023-07-10 16:11:51,2023-07-10 23:25:10.854096,driver_10
order_46,18.182751314257544,121.2951734005745,16.77044349830654,118.2277971635701,2023-07-09 22:06:35,2023-07-10 08:41:55.914018,driver_19
order_47,12.296997262263291,121.62123161108514,16.501638979181543,120.59496212317883,2023-07-02 13:00:36,2023-07-02 19:56:33.709371,driver_7
order_48,12.299109928857908,119.32933332965496,15.296826209474602,118.58084704626145,2023-07-25 16:52:24,2023-07-26 00:56:18.903350,driver_2
order_49,16.72282468846556,118.5607855181626,12.508835705308917,120.25797348376575,2023-07-08 16:12:51,2023-07-09 03:09:11.895018,driver_14
order_50,13.311393106051536,118.55566336375256,12.021743597487292,120.27546319330861,2023-07-11 12:43:54,2023-07-11 17:59:33.408608,driver_11
order_51,15.425320328283867,119.4751254207333,15.083862132284878,121.75463463744329,2023-07-30 13:34:29,2023-07-30 21:06:22.376394,driver_8
order_52,18.11604762929821,119.17285307621317,16.4951598669337,120.70921720607792,2023-07-27 05:17:59,2023-07-27 12:07:39.092538,driver_16
order_53,12.14951499780716,119.4734085162909,17.292912581119097,120.9063033441092,2023-07-18 13:19:09,2023-07-19 03:41:41.291373,driver_8
order_54,16.278155900842812,118.29385627724946,16.499699651546344,121.63685473355608,2023-07-02 18:48:33,2023-07-03 01:47:09.565022,driver_15
order_55,13.99304926190958,120.88654822335145,12.143908884559274,120.65728801401113,2023-07-06 02:36:27,2023-07-06 08:52:09.012922,driver_5
order_56,12.168010320865204,120.6177666002666,13.431156847595899,121.45802998580707,2023-07-08 12:02:05,2023-07-08 18:15:05.113561,driver_5
order_57,15.162332232558825,121.29138564290997,17.830569744276126,120.19449558051677,2023-07-05 09:32:37,2023-07-05 19:35:32.189378,driver_16
order_58,15.627826155929705,121.62388008822717,14.237192043862331,118.57233522566345,2023-07-09 13:04:50,2023-07-09 22:43:12.456128,driver_3
order_59,12.63506281369179,118.92321228943987,17.898690237845692,118.98587905131977,2023-07-13 02:29:26,2023-07-13 21:04:34.312494,driver_9
order_60,12.512432055497664,121.72043919135042,12.787961131907048,121.39592196769601,2023-07-22 04:54:31,2023-07-22 05:40:00.856482,driver_15
order_61,18.376605523045818,120.04091274404811,16.24468742770251,119.16241290801194,2023-07-01 06:25:03,2023-07-01 14:15:11.159888,driver_8
order_62,13.73950119605926,119.26551019853085,18.0369614328606,121.91748383333044,2023-07-05 03:37:01,2023-07-05 23:13:31.821397,driver_3
order_63,18.34799197768413,119.64392887972193,14.61869410294661,118.20535244287652,2023-07-08 05:07:35,2023-07-08 20:07:37.048958,driver_9
order_64,14.741574313383651,121.74057507073958,17.891451228677873,118.48296542802271,2023-07-10 09:50:19,2023-07-10 18:30:59.133897,driver_11
order_65,13.961208787810714,119.72268417902266,12.934924004311279,121.14937175799793,2023-07-24 20:23:43,2023-07-25 03:01:09.489798,driver_10
order_66,16.419108604883434,121.33116290264948,17.323162095757365,119.8041140258479,2023-07-09 22:04:06,2023-07-10 03:03:50.778016,driver_14
order_67,15.419637149175866,118.0211680015809,17.721865324720138,120.40200853275915,2023-07-11 15:50:39,2023-07-12 04:56:31.928642,driver_19
order_68,17.39986870635122,118.24436723921939,16.13423152314339,118.59699879809921,2023-07-12 22:42:29,2023-07-13 01:13:00.607984,driver_9
order_69,18.454754634660617,118.42065454725828,16.753649099853593,118.94232167937774,2023-07-19 12:07:11,2023-07-19 19:03:40.011202,driver_9
order_70,18.011611121437625,121.74427847574717,13.957460324855981,119.71489997603611,2023-07-09 00:52:08,2023-07-09 18:01:10.141376,driver_13
order_71,17.620962952344065,119.07232989654266,14.339862041377836,118.09698851025173,2023-07-17 01:41:38,2023-07-17 07:19:22.321859,driver_8
order_72,16.271377831675686,119.44502012138818,15.262690892085258,121.07312116135837,2023-07-09 05:56:01,2023-07-09 10:10:54.834818,driver_19
order_73,12.347138643388737,118.68991944515747,18.36779367051161,120.13624980077175,2023-07-21 02:18:35,2023-07-21 19:59:18.796617,driver_17
order_74,17.777390492214373,121.31529564419112,14.765935598639249,121.30312384835065,2023-07-17 11:49:33,2023-07-17 16:09:45.667604,driver_18
order_75,14.265679950197399,121.57693120098152,13.534893916248368,121.41182129405904,2023-07-26 18:53:06,2023-07-26 20:08:04.713735,driver_18
order_76,12.450491582135616,119.67084629856322,18.399529051009814,118.53093329533438,2023-07-23 20:31:53,2023-07-24 06:20:27.436058,driver_15
order_77,14.95905237896764,118.84941435166171,16.210525593134925,120.73015716649543,2023-07-21 08:53:09,2023-07-21 16:25:30.063449,driver_14
order_78,16.45737547138463,121.55162427162959,14.472812744789366,119.15020066274926,2023-07-08 20:52:05,2023-07-09 08:09:10.159114,driver_4
order_79,12.322568329823303,118.56011389000163,14.357410151269141,119.49051635081751,2023-07-10 22:41:05,2023-07-11 06:24:05.648972,driver_9
order_80,14.165435507628871,121.71686787655804,12.380331075514235,121.36522105184159,2023-07-22 09:27:59,2023-07-22 14:56:36.581586,driver_15
order_81,12.85791919795844,118.70765986695876,17.06755124823792,121.19778030941734,2023-07-21 10:47:32,2023-07-21 21:32:56.158728,driver_10
order_82,12.69309414827932,118.1269976354748,14.34634025787674,121.87299584178686,2023-07-08 01:42:56,2023-07-08 08:31:02.066262,driver_10
order_83,14.10603090983895,119.91228942956553,12.004858765975266,119.67175198393717,2023-07-23 22:36:20,2023-07-24 04:09:47.447878,driver_9
order_84,16.776707760096414,118.23226435540315,14.038707634794731,118.45845068297294,2023-07-10 17:31:04,2023-07-10 21:56:58.827701,driver_5
order_85,18.48558544656587,120.3378858695497,17.554436896977887,120.3654038862725,2023-07-07 01:51:21,2023-07-07 05:36:48.521351,driver_4
order_86,18.225296612592043,118.12967496136423,15.791824726272043,119.55817752442155,2023-07-15 18:16:38,2023-07-16 00:52:25.431198,driver_7
order_87,12.07159757066596,121.43488791397456,13.067690995806364,118.21192864404495,2023-07-22 20:20:13,2023-07-23 06:25:45.210306,driver_3
order_88,13.731934941454087,118.30762582384511,15.645419488629848,120.80355495643012,2023-07-05 22:03:48,2023-07-06 08:35:11.896686,driver_15
order_89,12.372133815121712,118.28601544187238,16.760220597139664,120.39214519871263,2023-07-10 06:26:45,2023-07-10 16:29:13.275651,driver_14
order_90,16.107580211226033,121.21793336459723,13.963385517676798,119.45693599855775,2023-07-21 20:33:58,2023-07-22 03:29:46.559275,driver_13
order_91,15.94885574241912,121.69470906475894,16.585952812810348,121.12393947800005,2023-07-28 20:48:35,2023-07-28 23:40:22.068371,driver_6
order_92,18.077713353841133,118.92867597439145,18.10770193647592,120.95309922521952,2023-07-13 23:26:20,2023-07-14 04:51:37.174884,driver_17
order_93,15.247675087259552,121.87914601605436,17.856617612159667,118.43132108788055,2023-07-03 02:00:43,2023-07-03 12:35:06.670305,driver_20
order_94,16.208206142133253,118.86351258762274,18.280792751699003,121.40228920400575,2023-07-03 07:17:20,2023-07-03 17:56:07.066170,driver_13
order_95,15.76247926371649,119.68876224705572,17.768663600995893,119.29836876182492,2023-07-08 08:45:34,2023-07-08 14:51:22.247788,driver_3
order_96,15.595718199523342,119.99501499165184,14.776539662313425,119.59685606988336,2023-07-20 00:47:24,2023-07-20 04:30:53.098306,driver_10
order_97,14.95921581795267,118.89746879373835,17.287625416565003,121.37137404003437,2023-07-12 05:26:12,2023-07-12 14:28:52.683293,driver_15
order_98,18.049122158333116,120.97664147235037,17.751369085837432,121.43394113885608,2023-07-09 08:13:10,2023-07-09 10:04:32.911689,driver_20
order_99,12.419927602846832,118.89256403639152,12.478862667350569,120.75735123746878,2023-07-19 06:57:31,2023-07-19 11:03:30.561595,driver_5
order_100,13.767037284625232,121.58845389181566,18.308112691711678,120.9641165648633,2023-07-22 15:26:10,2023-07-23 10:16:59.302248,driver_14
order_101,17.59208208702799,119.33866840120075,15.186347633722992,118.43194096536307,2023-07-25 14:00:01,2023-07-25 20:59:10.358817,driver_6
order_102,13.329028156965645,121.71848285355682,18.427156831601728,121.08187960772437,2023-07-20 21:39:11,2023-07-21 09:04:28.027681,driver_5
order_103,15.480326327120263,118.15105003028225,16.782895785499424,121.52056346183988,2023-07-16 13:50:01,2023-07-16 22:07:10.597620,driver_8
order_104,16.988458482923463,121.33373892546155,13.690052803102644,120.33798785568288,2023-07-11 23:16:38,2023-07-12 05:15:25.893168,driver_14
order_105,13.610981059441801,120.65916375871136,17.43857287518838,119.36045603505933,2023-07-05 10:18:03,2023-07-06 00:19:44.692841,driver_14
order_106,18.02905987306621,121.75274162981395,14.332141516481206,119.57650481870745,2023-07-08 20:26:20,2023-07-09 04:18:15.183957,driver_1
order_107,15.427430668302744,120.9119266519108,13.539695943415152,118.00221537943818,2023-07-07 19:32:56,2023-07-08 08:39:44.669423,driver_13
order_108,14.393037076452973,118.07174066690897,15.114151487987517,121.21338150647969,2023-07-02 11:49:46,2023-07-02 17:57:25.455976,driver_3
order_109,17.711102016854984,120.22495927506871,17.18567068786286,119.87366300693782,2023-07-09 20:14:49,2023-07-09 21:49:53.193893,driver_13
order_110,12.142537353801245,118.2082578433449,15.544565762462296,119.1203920884279,2023-07-29 14:58:11,2023-07-30 00:59:10.535455,driver_19
order_111,15.769180603106351,120.78721680082775,15.090874618394434,121.63802844073093,2023-07-30 23:23:56,2023-07-31 01:21:51.281149,driver_9
order_112,18.348303443190915,118.9255390357858,14.144412557054286,119.49321857301756,2023-07-05 01:16:17,2023-07-05 12:08:49.433711,driver_18
order_113,17.330064500280255,120.70671140103171,14.615698712046601,120.43944426223844,2023-07-27 10:06:29,2023-07-27 18:58:11.993396,driver_15
order_114,17.89575562505045,119.34626720427069,17.45027811839401,120.79758503270035,2023-07-06 16:36:22,2023-07-06 20:29:20.648950,driver_7
order_115,13.675775079276931,119.55604390627866,14.467792283335152,120.30135172659469,2023-07-25 21:53:25,2023-07-26 01:38:01.683307,driver_17
order_116,15.295525715892015,120.84751393544984,15.348556066347804,120.72820346914699,2023-07-07 19:25:55,2023-07-07 19:54:04.455162,driver_19
order_117,12.101541513563204,121.83941537830124,15.266542903068615,120.57501076023941,2023-07-21 03:19:17,2023-07-21 13:47:02.569266,driver_19
order_118,12.105813684181298,119.52904046606932,17.702031463296763,118.84662908115627,2023-07-20 20:33:55,2023-07-21 12:52:27.904111,driver_2
order_119,14.020123082802368,119.99422300589879,15.082978544564607,121.28494970098097,2023-07-29 03:31:59,2023-07-29 06:22:00.553855,driver_3
order_120,12.451063513596793,121.67441050724916,15.197628992374684,120.41723538980413,2023-07-25 14:11:30,2023-07-25 21:22:53.782399,driver_3
order_121,17.674854103948086,120.8343985934213,14.057280393146083,118.56986582971786,2023-07-02 19:19:15,2023-07-03 11:57:47.516289,driver_14
order_122,15.77175594165958,119.96337896811241,15.287650595141907,119.30837892037871,2023-07-28 12:31:27,2023-07-28 13:49:34.175707,driver_11
order_123,14.53206010843531,119.18476448649547,13.503751674663093,119.56443307176708,2023-07-18 22:19:10,2023-07-19 02:17:04.416508,driver_16
order_124,12.256871671847607,120.67259788428342,15.703955173452702,118.43615503955058,2023-07-23 09:00:01,2023-07-23 23:08:20.981786,driver_4
order_125,17.118181015627844,119.08317088867761,12.167131085099898,121.81939086726936,2023-07-25 17:11:00,2023-07-26 10:30:33.400203,driver_11
order_126,16.769954395131368,121.76742900529308,18.24526223141612,119.24829251296698,2023-07-12 16:07:45,2023-07-12 20:05:39.313039,driver_20
order_127,12.53302843677612,119.17843206869674,14.564918802255217,119.43040492518337,2023-07-21 00:51:50,2023-07-21 08:25:34.089160,driver_11
order_128,12.445392796311841,120.69508530504145,16.009604815982964,121.42400499534152,2023-07-29 02:09:07,2023-07-29 11:09:11.506321,driver_14
order_129,12.87256686379197,120.39616099842038,14.082254904839754,118.10144226479821,2023-07-08 22:55:06,2023-07-09 04:15:12.659750,driver_16
order_130,13.535422752578844,118.17248614448881,17.86786316608738,120.89187351841703,2023-07-19 17:14:09,2023-07-20 00:25:06.136956,driver_3
order_131,17.981244592953658,119.01290194810485,14.360783137617418,121.43235346565933,2023-07-14 03:14:26,2023-07-14 20:24:21.462243,driver_19
order_132,12.891663050843842,119.61567080795946,16.83007106486674,121.8418518716583,2023-07-24 22:32:58,2023-07-25 10:44:35.091349,driver_17
order_133,13.875155670669226,119.02110786674827,17.47142315105798,119.27252250414118,2023-07-11 10:03:52,2023-07-11 19:48:36.858572,driver_19
order_134,12.458254563718082,119.27842777594455,18.234536003108428,119.66145359523277,2023-07-16 14:39:34,2023-07-17 05:01:06.706992,driver_6
order_135,14.652825645059142,120.19302512481772,18.031099830335812,119.79623492118589,2023-07-13 09:06:51,2023-07-13 19:23:50.364920,driver_1
order_136,13.058697477726263,120.27487544779092,15.972703827419874,118.22515581508854,2023-07-11 17:56:16,2023-07-11 23:49:19.347698,driver_12
order_137,14.215852875934221,118.64683670022256,13.098069237017903,121.10991087979367,2023-07-26 18:45:41,2023-07-27 02:01:35.193972,driver_14
order_138,17.46843744557573,120.79320874395229,16.493949254956274,119.52135625392326,2023-07-24 14:20:30,2023-07-24 18:31:58.671892,driver_8
order_139,17.765672778318233,118.07381050130918,16.749939676820397,118.02149184895345,2023-07-10 12:52:22,2023-07-10 16:47:49.151412,driver_11
order_140,17.087684196041806,120.27730592240073,16.098112691550252,121.73914326229989,2023-07-20 20:10:29,2023-07-21 02:48:33.042058,driver_4
order_141,15.875156121563226,121.25863655539646,13.544192682904576,120.33832730794929,2023-07-26 13:19:22,2023-07-26 22:52:34.065951,driver_12
order_142,14.034355936504806,120.78727020797848,17.455247595397847,118.30504400102556,2023-07-25 05:17:10,2023-07-25 22:12:55.599225,driver_15
order_143,14.330902907239937,119.85565023765338,14.697881421989699,120.97430543346262,2023-07-11 15:20:02,2023-07-11 18:02:39.984329,driver_10
order_144,15.10598272844453,118.02372707618247,16.817752832919027,120.82495270701362,2023-07-07 04:24:50,2023-07-07 09:02:50.540250,driver_10
order_145,14.181165942028864,118.21895646606207,15.095808797374564,118.58532464947194,2023-07-14 06:47:50,2023-07-14 10:26:08.508963,driver_19
order_146,16.692944233858558,120.4658065607162,12.881633871431703,119.90221605752716,2023-07-30 18:25:13,2023-07-31 02:08:10.092344,driver_7
order_147,17.15880735049612,120.06569371436662,13.252467447019164,121.36449161612713,2023-07-28 01:08:54,2023-07-28 10:58:05.357036,driver_16
order_148,16.70780662629897,118.37885176965469,15.402326087534973,119.40686555349679,2023-07-31 22:13:06,2023-08-01 01:43:19.145413,driver_3
order_149,17.720880674523976,120.43662736708,12.747970747545834,118.85116423037219,2023-07-24 05:22:42,2023-07-24 15:25:52.757737,driver_16
order_150,12.876446852980045,121.58426999145031,14.112630028128212,119.63948224063503,2023-07-15 21:01:33,2023-07-16 04:34:55.506573,driver_6
order_151,16.49088614249997,118.12741798570802,17.66943681218304,121.79258983496196,2023-07-30 14:33:13,2023-07-31 01:32:37.678293,driver_1
order_152,15.957946590709152,120.08277803197888,16.529457269978117,118.01947854540391,2023-07-02 05:44:13,2023-07-02 09:44:20.076886,driver_2
order_153,15.550572470758054,118.34226045414235,18.42844299166898,119.4309443905574,2023-07-23 11:33:28,2023-07-23 16:10:32.835215,driver_17
order_154,17.004076952348353,118.28980785122957,12.902495393160113,118.12833875522111,2023-07-18 05:36:58,2023-07-18 22:28:12.027669,driver_10
order_155,13.340898543447423,118.02132404581351,17.05606510179861,119.92940280137388,2023-07-16 08:17:21,2023-07-16 16:58:24.874289,driver_17
order_156,14.637762452671657,121.56407120318387,14.01342846869416,119.31056974409168,2023-07-06 11:49:05,2023-07-06 20:54:14.025747,driver_14
order_157,15.964221858158371,118.82823797753045,13.590141914100638,121.27643508001579,2023-07-08 12:26:40,2023-07-08 17:19:30.123639,driver_19
order_158,14.59974070513395,121.65958499189318,12.360500018564695,119.67149231119443,2023-07-07 16:13:21,2023-07-07 21:23:11.716039,driver_8
order_159,14.273656357512795,121.58383915905694,13.778397247364044,120.21766421149677,2023-07-10 17:38:56,2023-07-10 20:09:20.183269,driver_14
order_160,17.425509091391884,120.97979999718713,13.95308523659768,118.53398159857262,2023-07-30 09:15:54,2023-07-30 20:03:45.415102,driver_1
order_161,14.731271009825534,119.03912777816426,14.21234049284159,120.19783549684308,2023-07-21 15:44:51,2023-07-21 19:56:28.362921,driver_3
order_162,14.976112474604605,119.68246748901227,16.225780448231845,118.95082129386692,2023-07-30 12:15:40,2023-07-30 15:45:39.803586,driver_16
order_163,12.676791987826205,120.6743588580058,17.547927623737454,119.08843931290477,2023-07-29 16:07:45,2023-07-30 03:48:40.532293,driver_10
order_164,18.27731068658911,121.25239855484129,15.31757558198906,121.4955327153786,2023-07-22 02:24:36,2023-07-22 11:31:39.212746,driver_10
order_165,17.528315125119637,121.2858742090978,17.615730100809202,120.77905296645085,2023-07-11 12:04:09,2023-07-11 13:44:11.308824,driver_5
order_166,15.747461913738134,119.05402256198096,14.200601328062858,120.08494331385685,2023-07-18 00:43:34,2023-07-18 05:12:42.689557,driver_8
order_167,18.146901007987537,119.64575018685684,18.052120074501893,118.74608652203439,2023-07-21 07:55:18,2023-07-21 09:47:50.386002,driver_7
order_168,17.5077409162524,121.80075609024341,15.216622615847685,118.41127162205355,2023-07-13 05:54:22,2023-07-13 18:12:46.676202,driver_15
order_169,12.946492056523757,119.72324153641658,17.742717987017574,121.61003581328848,2023-07-11 10:41:52,2023-07-12 01:45:12.254278,driver_3
order_170,18.199222750307275,118.06917150135793,13.490969707173718,119.4213242828085,2023-07-10 12:08:35,2023-07-11 02:24:13.601919,driver_2
order_171,14.309276999420769,118.46035903666619,14.582256756886945,120.97160890143942,2023-07-02 21:55:35,2023-07-03 02:25:06.155515,driver_19
order_172,16.981103023445677,121.89904949137042,15.501886449662894,121.17972811290764,2023-07-15 20:03:06,2023-07-15 22:37:58.574510,driver_15
order_173,13.52456112596758,121.85379212151409,17.335194236070386,119.85860046657204,2023-07-23 18:05:13,2023-07-24 05:35:00.830001,driver_9
order_174,14.38739146633733,121.77678701722809,14.000662886858645,121.782417372621,2023-07-23 15:47:38,2023-07-23 17:17:43.923127,driver_18
order_175,13.917396971853577,120.17632599130076,12.865681930326993,121.83890185102867,2023-07-02 03:51:59,2023-07-02 09:06:59.038873,driver_2
order_176,18.37634972334841,118.14812955915671,17.894462974091503,121.3960659535943,2023-07-24 21:57:09,2023-07-25 02:21:21.176323,driver_16
order_177,13.59867188134421,121.00856675011364,17.443942701394135,121.60752889903206,2023-07-15 23:45:20,2023-07-16 07:14:13.078083,driver_15
order_178,16.76906013396591,121.67229490615628,16.473905301109347,118.8824214507827,2023-07-29 09:34:53,2023-07-29 16:17:58.502523,driver_2
order_179,18.388169162433865,118.10480380912986,16.92015119410682,120.04050112219565,2023-07-03 19:43:15,2023-07-04 05:32:08.739380,driver_7
order_180,18.247194506061376,121.44529825491817,15.609427116293698,120.90363363343344,2023-07-14 03:25:38,2023-07-14 13:31:55.877699,driver_13
order_181,16.530498900876943,120.81349614581855,18.258088686120075,118.85967980610278,2023-07-28 12:36:07,2023-07-28 19:08:14.826823,driver_1
order_182,15.233179211602213,120.82409078994708,16.24814954125806,118.59674372871541,2023-07-16 03:35:04,2023-07-16 08:54:54.530187,driver_9
order_183,17.879173749629274,119.87449048985219,16.57942244977962,119.32085815122102,2023-07-06 05:02:52,2023-07-06 08:14:55.427749,driver_8
order_184,13.484597253704365,121.78893239419732,12.091544070681705,121.45391954760207,2023-07-03 21:56:56,2023-07-04 03:26:15.274491,driver_13
order_185,14.7354905610756,121.04928325269518,15.610722232288303,121.94904202042723,2023-07-19 16:49:21,2023-07-19 19:52:37.129554,driver_3
order_186,17.089571964847003,119.69628188863591,13.955903253877485,118.025738850377,2023-07-19 15:06:28,2023-07-19 21:57:38.453695,driver_12
order_187,17.763420394799944,119.5423451719035,13.951616979373394,120.86476984957369,2023-07-05 19:13:24,2023-07-06 03:46:23.177484,driver_20
order_188,16.831410238965294,121.28623600278658,12.752629391854256,119.57954420454537,2023-07-21 10:45:14,2023-07-21 23:06:15.478967,driver_4
order_189,14.192985364383997,119.3334190523116,12.196412438509682,121.6521114664827,2023-07-23 20:57:13,2023-07-24 04:04:07.924073,driver_15
order_190,15.766227401684333,118.77425020501813,15.05739945276207,121.10809541948497,2023-07-31 02:57:03,2023-07-31 10:05:35.643473,driver_13
order_191,16.554314860266388,118.66962128396113,13.361883371954026,119.8415909301255,2023-07-16 18:23:36,2023-07-17 01:56:03.325789,driver_9
order_192,12.903867678674292,119.43479712203114,18.37152786967365,119.04439467665898,2023-07-14 20:18:49,2023-07-15 17:45:42.921309,driver_3
order_193,17.53719104501257,119.68705131668715,15.86116303683145,119.47074278181911,2023-07-20 01:15:14,2023-07-20 07:02:01.379219,driver_15
order_194,13.430561426546967,118.02388429908298,17.856570124175434,119.31562127272241,2023-07-31 09:23:30,2023-07-31 21:17:44.214580,driver_5
order_195,17.685379592659807,118.1417106267381,17.546230198701256,118.94708727095582,2023-07-01 01:12:26,2023-07-01 02:34:47.338390,driver_7
order_196,12.995756162781193,119.40801914175113,17.017178261371832,121.14953562263184,2023-07-17 21:16:47,2023-07-18 10:08:30.320762,driver_10
order_197,13.49317213471051,119.42212781474981,13.891942835013392,120.68919275195091,2023-07-01 18:09:39,2023-07-01 20:28:24.765281,driver_20
order_198,17.8658349274041,120.69575912886955,16.296381948902937,119.92851590399114,2023-07-31 23:14:48,2023-08-01 06:09:12.375774,driver_10
